IP Address,Country,ORPort,Bandwidth (MiB/s),Flags,Nickname
138.88.150.120,us,9001,11.79,"Fast, HSDir, Running, Stable, V2Dir, Valid",TrodaireSaoirse
64.65.0.90,us,443,9.31,"Fast, Guard, Running, Stable, V2Dir, Valid",nefthepharaoh
96.65.68.193,us,9001,3.25,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",stellaranomaly
64.65.62.244,us,443,33.71,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",murphylee
47.79.23.77,us,9001,1.34,"Fast, HSDir, Running, Stable, V2Dir, Valid",LisaBridge
216.9.225.156,us,443,8.76,"Fast, Running, Stable, V2Dir, Valid",F24oSecondRelay
172.93.48.192,us,9001,2.26,"Fast, Running, Stable, Valid",BakedPotat0
192.111.150.126,us,443,3.07,"Fast, Running, Stable, Valid",wobble2
96.9.98.46,us,443,11.25,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",shordieshordie
23.92.34.107,us,443,27.02,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",ChesterWilsonT15021
64.65.1.62,us,443,7.90,"Fast, HSDir, Running, Stable, V2Dir, Valid",iceberg
64.65.1.126,us,443,6.56,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",beaniesigel
64.65.62.51,us,443,6.30,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",elijahbanksy
64.65.1.145,us,443,10.89,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",lilfatmemphis
70.63.170.86,us,443,0.76,"Fast, HSDir, Running, Stable, V2Dir, Valid",nemesis
64.65.62.135,us,443,8.42,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",bluexile
172.245.144.123,us,443,3.46,"Fast, Running, Stable, Valid",oviozlovesirius
23.137.248.159,us,444,10.50,"Fast, Running, V2Dir, Valid",anon
69.30.239.126,us,443,10.56,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Apollo
51.81.208.217,us,443,13.71,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",narp
73.63.21.177,us,9001,2.61,"Fast, Running, Valid",TheAtsumeRelay
69.48.186.87,us,443,3.15,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",VanGogh
5.161.60.61,us,9001,0.51,"Fast, Running, Stable, V2Dir, Valid",Sashanoraa
173.255.199.49,us,9001,0.82,"Fast, HSDir, Running, Stable, V2Dir, Valid",paradigm
172.245.234.102,us,443,10.59,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",OvIS7kVfqXSo7smuN7x
50.103.175.167,us,9007,3.71,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",watermelon
142.202.51.68,us,9001,51.90,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",MKDDT
50.103.175.167,us,9000,3.03,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",apple
64.65.62.160,us,443,8.73,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",guiltysimpson
173.75.44.96,us,9443,6.83,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",NetRelay
209.148.46.45,us,443,6.55,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",GeorgetownRelay
96.9.98.240,us,443,18.51,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",westsidegunn
64.62.233.211,us,9000,3.62,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",tonyd3
64.65.1.64,us,443,6.66,"Fast, HSDir, Running, Stable, V2Dir, Valid",wifisfuneral
45.56.107.49,us,9001,11.00,"Fast, Running, Stable, Valid",ThinkPenguin
51.81.210.232,us,9001,2.66,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Unshakled002
18.4.60.42,us,143,5.87,"Fast, Running, V2Dir, Valid",Digraph
64.65.1.112,us,443,16.34,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",nlelamar
107.175.28.214,us,9001,3.01,"Fast, Running, Stable, Valid",SaruTorKoumori
155.248.194.143,us,26666,2.10,"Fast, Running, Stable, V2Dir, Valid",iDidEditTheConfig
192.18.154.45,us,1443,4.06,"Fast, Running, V2Dir, Valid",AviaTOR
64.65.62.134,us,443,19.17,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",raskass
68.183.200.189,us,9999,7.32,"BadExit, Fast, MiddleOnly, Running, Stable, Valid",Apollo
198.12.71.224,us,9001,0.15,"Running, Stable, Valid",masstor6
173.230.128.232,us,9001,2.10,"Fast, Running, Stable, Valid",pythonian4000
172.245.210.182,us,2000,1.73,"Fast, Running, Stable, Valid",richworld
45.61.185.194,us,9001,2.49,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",devvulMI
64.65.0.50,us,443,12.83,"Fast, Guard, Running, Stable, V2Dir, Valid",ytcracker
131.153.152.146,us,443,32.78,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",cupcake
173.75.20.115,us,8089,4.51,"Fast, Running, V2Dir, Valid",WOPRPi4
64.95.10.169,us,19001,13.09,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Unnamed
172.241.23.114,us,443,37.86,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",chuckles
64.65.1.156,us,443,34.80,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",ryantrey
68.8.241.30,us,9001,1.70,"Fast, HSDir, Running, Stable, V2Dir, Valid",gothamKneadsMe
198.199.72.198,us,443,5.65,"Fast, Running, Stable, Valid",nuvola
51.81.209.86,us,9001,7.10,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",YayEdSnowden
104.168.112.182,us,4837,0.77,"Fast, Running, Stable, Valid",Lidex
157.230.42.112,us,667,1.14,"Fast, Running, Stable, Valid",Weaselspit
198.98.62.56,us,9941,45.77,"Fast, Guard, Running, Stable, V2Dir, Valid",alxu
64.65.62.35,us,443,9.66,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",natanaelcano
64.65.1.121,us,443,7.24,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",tonyshhnow
124.198.131.136,us,9001,6.64,"BadExit, Fast, MiddleOnly, Running, Stable, Valid",YuriGagarin
64.65.62.222,us,443,15.55,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",icet
64.65.1.44,us,443,14.60,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",lildonald
64.65.1.95,us,443,19.87,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",bigunc
64.65.1.130,us,443,10.02,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",glockboylaelae
64.62.233.210,us,9000,2.02,"Fast, Running, V2Dir, Valid",jadakiss3
64.65.62.68,us,443,6.09,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",yfnlucci
71.237.112.249,us,9060,1.02,"Fast, Running, V2Dir, Valid",GlobalEntry
198.23.136.206,us,9954,4.53,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",opencommunity
64.65.62.125,us,443,15.48,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",sarkodie
64.176.217.212,us,443,0.00,"Running, Valid",myrelay
70.134.248.71,us,9001,0.00,"Running, V2Dir, Valid",suchagoodguy
172.245.214.70,us,443,3.70,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",liberty
23.190.168.243,us,9001,12.58,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",SmallTownHosting
209.141.34.152,us,443,28.16,"Fast, Guard, Running, Stable, V2Dir, Valid",NukoNyan3
209.133.196.22,us,8443,24.00,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",ChickenWalk
159.203.29.240,us,9001,1.54,"Fast, Running, Stable, Valid",whitenoiseRLY
23.184.48.48,us,443,4.23,"Fast, Guard, Running, Stable, V2Dir, Valid",chlorine
135.148.100.89,us,443,34.62,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",CanisFamiliaris
198.98.50.117,us,9001,10.49,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",theorionarm
97.87.178.49,us,9001,2.70,"BadExit, Fast, MiddleOnly, Running, Stable, Valid",OneSpicyBitOTraffic
69.48.205.198,us,9001,25.71,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",edocterces
96.9.98.33,us,443,4.81,"Fast, HSDir, Running, Stable, V2Dir, Valid",estgee
96.9.98.171,us,443,7.49,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",sleepyhallow
142.56.244.176,us,9001,0.38,"Running, Stable, V2Dir, Valid",HeinzBeans
64.65.1.168,us,443,27.01,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",kotathefriend
96.126.98.146,us,9999,2.62,"BadExit, Fast, MiddleOnly, Running, Stable, Valid",GilFrog
50.118.225.160,us,444,27.86,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",bauruine
135.148.54.98,us,9001,34.26,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Computer147
104.254.128.202,us,9002,15.30,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",WeenieHutJr
64.65.1.150,us,443,26.38,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",big30shiestygang
107.173.167.241,us,9001,0.15,"Running, Stable, Valid",masstor5
64.65.62.133,us,443,11.60,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",shattawale
149.154.24.13,us,40932,3.08,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",yoyobolo
96.9.98.89,us,443,7.60,"Fast, HSDir, Running, Stable, V2Dir, Valid",sugarhillgang
71.244.170.31,us,8500,9.48,"Fast, Guard, Running, Stable, V2Dir, Valid",nsaciabrb
207.231.108.225,us,9001,4.02,"Fast, Running, Stable, Valid",DefinitelyNotLE
50.120.70.235,us,9001,3.07,"Fast, Running, Stable, Valid",Cinnabar
69.126.112.240,us,443,0.64,"Fast, Running, Valid",RealSavior
96.9.98.22,us,443,10.74,"Fast, HSDir, Running, Stable, V2Dir, Valid",delasoul
96.9.98.161,us,443,10.66,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",poohshiesty
149.28.229.192,us,9001,0.51,"Fast, Running, Valid",sykoseXYZ
173.232.194.19,us,443,21.69,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",bauruine
64.65.62.180,us,443,7.75,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",immortaltechnique
136.61.69.233,us,9001,0.31,"Running, Stable, V2Dir, Valid",neuron
173.75.20.115,us,8090,5.09,"Fast, Running, V2Dir, Valid",WOPRPoE1
54.242.240.178,us,9001,8.57,"Fast, Running, Stable, Valid",Ronaldo
50.53.75.227,us,9001,1.14,"Fast, Running, V2Dir, Valid",ooty1991
64.65.62.77,us,443,12.01,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",lunay
96.9.98.60,us,443,11.71,"Fast, HSDir, Running, Stable, V2Dir, Valid",nardowick
107.173.180.36,us,443,3.34,"Fast, Running, Stable, Valid",Unnamed
45.135.163.24,us,9002,0.87,"Fast, HSDir, Running, Stable, V2Dir, Valid",slinky21
40.233.75.247,us,443,1.57,"Fast, Running, Stable, Valid",optimalOcelot
162.247.153.131,us,8443,2.10,"Fast, Guard, Running, Stable, V2Dir, Valid",atl04
162.206.3.44,us,443,3.06,"Fast, Running, V2Dir, Valid",duckduckGOOSE
157.230.18.123,us,443,16.61,"Fast, Running, Valid",Eisbock
148.75.213.197,us,9001,0.10,"Running, Stable, V2Dir, Valid",BuffaloAve
96.126.105.219,us,5353,1.57,"Fast, HSDir, Running, Stable, V2Dir, Valid",HotPotato
198.180.150.9,us,443,19.80,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",rgiad
64.65.1.142,us,443,14.68,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",latto
147.135.6.69,us,443,28.43,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Tor
64.62.233.208,us,8888,4.07,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",ludacris4
96.9.211.89,us,9001,0.10,"Running, Stable, V2Dir, Valid",tl1xiiii
45.33.198.201,us,9001,6.87,"Fast, Running, Stable, Valid",Assange030us
64.65.1.160,us,443,7.43,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",lilcherrymemphis
107.208.159.58,us,466,3.14,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",405torc
50.114.206.93,us,9001,2.10,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",oppressor
173.75.20.115,us,8087,6.22,"Fast, Running, V2Dir, Valid",WOPRPi2
64.65.1.162,us,443,31.79,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",amine
135.148.149.90,us,8443,6.83,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Unshakled001C
64.62.233.211,us,8000,4.91,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",tonyd7
64.65.62.55,us,443,13.92,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",anuelaa
135.148.50.253,us,443,10.96,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Lamia6
96.9.98.23,us,443,6.18,"Fast, HSDir, Running, Stable, V2Dir, Valid",destroylonely
64.65.1.6,us,443,16.61,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",yungla
18.227.111.167,us,443,10.49,"Fast, Guard, Running, Stable, V2Dir, Valid",DanceParty
139.144.60.215,us,9001,4.77,"Fast, Running, Stable, Valid",pbranenettorrelay
138.3.243.244,us,443,6.25,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",LeftSnowflake1933
50.5.37.231,us,9001,3.97,"Fast, Running, Stable, Valid",torrage
64.65.62.56,us,443,12.82,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",badbunny
64.65.1.180,us,443,18.00,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",frayserboy
64.65.62.120,us,443,18.74,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",rema
198.12.124.71,us,443,4.92,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Monday
64.65.62.130,us,443,16.88,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",ndovukuu
64.62.233.212,us,8888,2.73,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",jackharlow4
64.65.0.34,us,443,10.48,"Fast, Guard, Running, Stable, V2Dir, Valid",mcfrontalot
96.9.98.202,us,443,7.38,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",yungbleu
23.126.9.217,us,9001,20.76,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Guy1Relay
198.199.85.240,us,9001,0.10,"Running, Stable, V2Dir, Valid",QuietEclipse
74.208.238.90,us,443,5.31,"Fast, Running, Stable, Valid",GratefulDev
209.133.206.38,us,443,26.88,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",authenticity
96.9.98.9,us,443,6.54,"Fast, HSDir, Running, Stable, V2Dir, Valid",cocash
173.75.20.115,us,8086,8.04,"Fast, Guard, Running, Stable, V2Dir, Valid",WOPRPi1
159.223.138.107,us,443,5.13,"Fast, Running, Stable, Valid",marleybone7
64.65.63.20,us,443,46.33,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",yungbleu
209.141.60.13,us,9001,3.15,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Unnamed
192.227.193.56,us,443,4.13,"Fast, Running, Stable, Valid",fireBidPilot
50.103.175.167,us,9004,4.21,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",mango
5.78.114.8,us,443,3.98,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",SuchRelayVeryFast
129.151.231.183,us,19001,6.23,"Fast, Running, V2Dir, Valid",PorcoRosso
138.2.77.99,us,9090,1.55,"Fast, HSDir, Running, Stable, V2Dir, Valid",Mordor
64.52.108.69,us,443,7.82,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",permanentrecord
64.250.200.20,us,9001,12.46,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",middlerelay1
108.62.211.200,us,443,25.29,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",forky
192.159.99.68,us,9100,7.11,"Fast, Guard, Running, Stable, V2Dir, Valid",prsv
45.79.82.20,us,443,2.52,"Fast, Running, Stable, Valid",onion01
129.151.240.62,us,19001,6.12,"Fast, Running, V2Dir, Valid",Mononoke
64.65.1.103,us,443,14.44,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",youngdolph
23.29.124.34,us,9000,17.89,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Laplace
67.81.164.219,us,9002,1.40,"Fast, HSDir, Running, Stable, V2Dir, Valid",DogeRelay2
47.201.171.205,us,9001,3.23,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",NothePktsUrLooknFor
24.151.1.51,us,9004,2.32,"Fast, HSDir, Running, Stable, V2Dir, Valid",duata
50.118.225.160,us,443,36.23,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",bauruine
96.9.98.177,us,443,33.52,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",popsmoke
64.65.62.200,us,443,19.64,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",saba
64.65.1.169,us,443,6.68,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",paulolondra
50.7.124.35,us,9001,0.51,"Fast, HSDir, Running, Stable, V2Dir, Valid",kontrollable
20.98.153.89,us,443,12.46,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",myNiceRelay
96.9.98.49,us,443,8.03,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",chiefkeef
98.7.40.198,us,9001,0.00,"Running, V2Dir, Valid",owonionya
75.127.13.29,us,9001,2.10,"Fast, HSDir, Running, Stable, V2Dir, Valid",gasworks
38.92.167.14,us,9001,2.05,"Fast, HSDir, Running, Stable, V2Dir, Valid",milkrelay1
135.148.149.90,us,9001,8.27,"Fast, Running, Stable, Valid",Unshakled001
96.9.98.220,us,443,10.55,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",icewearvezzo
97.137.12.212,us,13026,1.30,"Fast, Running, V2Dir, Valid",helsinkivice
64.65.62.100,us,443,10.62,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",youngbleed
103.60.12.38,us,443,8.82,"BadExit, Fast, MiddleOnly, Running, Stable, Valid",UwUnode
64.62.233.212,us,8000,5.12,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",jackharlow7
64.65.62.212,us,443,31.15,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",shawncarter
23.94.225.5,us,3128,6.45,"Fast, HSDir, Running, Stable, V2Dir, Valid",Gasher
64.65.1.13,us,443,13.70,"Fast, HSDir, Running, Stable, V2Dir, Valid",jellyrollnashville
64.65.62.112,us,443,8.93,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",kojofunds
161.35.148.205,us,9999,20.30,"BadExit, Fast, MiddleOnly, Running, Valid",Jotnar
147.135.62.205,us,9001,7.58,"BadExit, Fast, MiddleOnly, Running, Stable, Valid",kikajinada
69.206.33.170,us,443,1.39,"Fast, Running, V2Dir, Valid",SpicyOnions
64.65.1.159,us,443,28.55,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",goldlink
64.65.63.85,us,443,58.07,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",quantrelleflow
24.21.129.68,us,80,9.44,"Fast, Guard, Running, Stable, V2Dir, Valid",gaeaRelay0
96.227.69.26,us,9001,12.58,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",TDRS
64.65.1.7,us,443,15.28,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",lilplaya
85.9.194.190,us,443,7.98,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Libertas0
74.118.77.34,us,9001,24.11,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",mendicantbias
64.62.233.213,us,8000,2.62,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",megantheestallion7
192.210.233.239,us,443,1.85,"Fast, HSDir, Running, Stable, V2Dir, Valid",TakTor02
18.222.193.228,us,30002,1.35,"Fast, HSDir, Running, Stable, V2Dir, Valid",BOB123
173.232.194.19,us,8443,25.94,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",bauruine
192.9.249.147,us,443,7.87,"Fast, Guard, Running, Stable, V2Dir, Valid",Tron
50.230.231.84,us,1194,0.45,"Running, Stable, V2Dir, Valid",defconrelay16
108.203.171.61,us,4433,4.48,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",TorRelay
198.24.168.226,us,443,37.19,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Frogger
71.19.157.127,us,993,0.26,"Fast, HSDir, Running, Stable, V2Dir, Valid",OrphanOrOften
64.65.62.41,us,443,20.65,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",token
5.78.127.13,us,443,10.34,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",SigmaRizzler
216.144.233.143,us,9001,2.56,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",bffs4m8b5nrz5ax1
64.65.62.9,us,443,11.08,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",jadakiss
144.202.44.119,us,21,6.35,"Fast, Running, Stable, Valid",curiousfacts
64.65.62.85,us,443,18.19,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",khea
135.180.6.201,us,9002,2.02,"Fast, Running, V2Dir, Valid",ajxtBerkeleyTermux1
98.114.62.110,us,9001,26.21,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",MrNimbus
104.184.255.246,us,8080,15.47,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",thewise
205.185.119.222,us,443,5.58,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Cerberus
97.116.1.84,us,8443,21.27,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",bonkyRelay
130.61.174.40,us,38391,0.04,"Running, Stable, Valid",Unnamed
99.47.29.66,us,2874,10.41,"Fast, Guard, Running, Stable, V2Dir, Valid",TheEpicOne
64.65.62.141,us,443,9.52,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",mickeyfactz
162.243.173.63,us,443,1.00,"Fast, Running, Stable, Valid",node6e6f737079
15.204.183.156,us,8443,11.90,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",SaltyFox
107.173.164.60,us,9001,0.31,"Running, Stable, Valid",masstor4ATL
38.22.136.215,us,443,8.79,"Fast, Guard, Running, Stable, V2Dir, Valid",StrattonOakmont
64.65.63.15,us,443,55.99,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",icecube
64.65.1.30,us,443,9.70,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",joegifted
96.9.98.24,us,443,26.37,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",moneyman
135.131.32.46,us,9001,1.26,"Fast, HSDir, Running, Stable, V2Dir, Valid",hyperborea
208.109.215.188,us,443,5.09,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Minotaur2
65.49.20.12,us,9001,9.03,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",BraveMenkaure
192.3.55.4,us,3128,3.51,"Fast, HSDir, Running, Stable, V2Dir, Valid",Trasher
96.9.98.166,us,443,9.01,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",toosi
64.65.62.59,us,443,22.27,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",snot
64.65.1.94,us,443,10.74,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",slimthugbosshogg
15.204.143.192,us,8443,42.60,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",NewnesGradient
96.9.98.67,us,443,13.23,"Fast, HSDir, Running, Stable, V2Dir, Valid",rob49
134.199.173.242,us,9999,1.43,"BadExit, Fast, MiddleOnly, Running, Stable, Valid",Ares
138.88.219.158,us,9001,5.12,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",jubei
64.65.1.72,us,443,6.75,"Fast, HSDir, Running, Stable, V2Dir, Valid",xalisoflow
64.62.233.210,us,8080,3.32,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",jadakiss6
23.95.225.105,us,443,25.69,"Fast, Running, V2Dir, Valid",zgato
24.99.80.199,us,9074,2.05,"Fast, HSDir, Running, Stable, V2Dir, Valid",hopetohelpdoods
64.65.62.12,us,443,9.26,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",goldlink
70.110.159.120,us,443,5.31,"Fast, HSDir, Running, Stable, V2Dir, Valid",rainden
184.187.107.50,us,443,1.84,"Fast, Running, Stable, V2Dir, Valid",myrelay1
70.123.161.167,us,9001,4.77,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",bowlmanRelay
173.75.20.115,us,8088,4.11,"Fast, Running, V2Dir, Valid",WOPRPi3
64.62.233.207,us,9000,1.95,"Fast, Running, V2Dir, Valid",ti3
130.61.174.40,us,33723,0.04,"Running, Stable, Valid",Unnamed
73.170.126.220,us,9001,8.19,"Fast, Guard, Running, Stable, V2Dir, Valid",ANiceRelay
149.102.255.213,us,9001,2.05,"Fast, Running, Stable, V2Dir, Valid",t4nt41us
65.24.242.46,us,9001,0.41,"Fast, Running, Stable, Valid",GutterTor
132.145.132.168,us,443,6.07,"Fast, Running, Stable, Valid",thisismickysrelay
64.65.62.33,us,443,8.48,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",juniorh
104.3.165.248,us,443,5.68,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",9072997home
64.65.62.25,us,443,13.16,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",lilwayne1
65.49.20.12,us,443,14.21,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",BraveTeotihuacan
54.159.225.219,us,8443,0.99,"Fast, Running, Stable, V2Dir, Valid",chieftain
135.148.100.90,us,443,33.70,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",CanisLatrans
64.65.63.60,us,443,33.58,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",cormega
69.48.206.137,us,8443,5.60,"Fast, Running, Stable, Valid",Unshakled005
98.30.180.156,us,23402,2.91,"Fast, Running, V2Dir, Valid",GarlicGuardian
