IP Address,Country,ORPort,Bandwidth (MiB/s),Flags,Nickname
152.89.170.201,it,9001,3.07,"Fast, Running, Stable, Valid",FlashGoat
87.21.249.162,it,9443,1.05,"Running, V2Dir, Valid",iAmAPie
79.16.87.183,it,9001,10.44,"Fast, HSDir, Running, Stable, V2Dir, Valid",GCRelay
94.23.69.67,it,9001,48.22,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",offense
87.15.57.93,it,9001,10.28,"Fast, Running, V2Dir, Valid",Gargantua
45.141.57.69,it,9001,11.29,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",DigitalTiger
213.144.67.55,it,9001,9.86,"Fast, Running, Valid",isitor
147.45.51.11,it,9000,15.18,"Fast, Guard, Running, Stable, V2Dir, Valid",prsv
178.32.143.167,it,9002,5.21,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",INDSTBeta
5.182.48.172,it,9001,7.76,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",TheShadowRoute02
5.182.48.173,it,9001,10.52,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",TheShadowRoute03
176.206.229.9,it,9001,0.51,"Fast, Running, Stable, V2Dir, Valid",TheJohnGaltLine
5.182.48.176,it,9001,7.01,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",TheShadowRoute06
194.49.71.252,it,9001,4.19,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",FreeEurope24
178.32.143.167,it,9001,5.19,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",INDSTAlpha
185.58.123.66,it,12001,6.78,"Fast, Running, Stable, Valid",ITbehemoth01
151.50.15.233,it,9001,8.22,"Fast, Running, V2Dir, Valid",ivybridge
5.253.43.202,it,9001,6.98,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Assange046it
5.182.48.187,it,9001,8.33,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",TheShadowRoute17
178.32.136.221,it,9001,45.51,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",2bel
94.23.69.67,it,8080,39.29,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",yamamoto
5.182.48.184,it,9001,8.38,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",TheShadowRoute14
147.45.51.11,it,9100,13.98,"Fast, Guard, Running, Stable, V2Dir, Valid",prsv
83.136.107.114,it,9001,8.56,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",rofltor04
82.50.113.220,it,443,18.63,"Fast, Running, Stable, Valid",liberTORian
81.56.149.204,it,9001,8.40,"Fast, Running, Stable, V2Dir, Valid",Unnamed
5.182.48.190,it,9001,13.28,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",TheShadowRoute20
95.110.254.231,it,443,26.53,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",PoloUnivAretino
5.182.48.186,it,9001,9.03,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",TheShadowRoute16
5.182.48.189,it,9001,9.72,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",TheShadowRoute19
82.56.42.195,it,9443,8.78,"Fast, Running, V2Dir, Valid",FreeZion
93.56.117.22,it,993,2.88,"Fast, HSDir, Running, Stable, V2Dir, Valid",Lov3L0ck
94.23.68.187,it,9002,37.76,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",water
5.59.248.112,it,443,4.91,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",NoGoodwill
82.55.146.54,it,9001,3.15,"Fast, Running, V2Dir, Valid",zighinettohome
95.141.32.200,it,9001,6.30,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",pdq
95.248.32.56,it,9001,0.79,"Fast, Running, Stable, V2Dir, Valid",torototela
151.30.55.63,it,9001,9.04,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",JustARelay1
178.32.136.221,it,443,42.58,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",JustBingIt
94.23.70.32,it,9001,43.78,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",ConeOfLIGHT
45.92.70.126,it,443,14.16,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",shallmakenolaw
95.246.245.46,it,9001,5.12,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",EnjoyFreedom
93.147.37.198,it,9001,2.41,"Fast, Running, V2Dir, Valid",BariItalyRelay2
2.37.83.69,it,443,15.53,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",GBPi
95.164.46.197,it,9001,12.63,"Fast, Running, V2Dir, Valid",OnoSendai
178.32.139.118,it,9001,72.78,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",percy
5.182.48.185,it,9001,8.19,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",TheShadowRoute15
5.182.48.174,it,9001,8.63,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",TheShadowRoute04
5.182.48.180,it,9001,10.87,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",TheShadowRoute10
80.73.236.49,it,9001,2.83,"Fast, Running, V2Dir, Valid",WyseOnion01
5.182.48.178,it,9001,7.66,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",TheShadowRoute08
81.57.92.14,it,32777,9.99,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",gsposito20
151.71.248.153,it,443,0.51,"Fast, HSDir, Running, Stable, V2Dir, Valid",TORvajanica02
5.182.48.181,it,9001,9.07,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",TheShadowRoute11
79.51.147.89,it,9001,0.20,"Running, V2Dir, Valid",cavecanemRelay
5.182.48.179,it,9001,7.49,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",TheShadowRoute09
5.182.48.183,it,9001,7.88,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",TheShadowRoute13
87.120.237.130,it,9001,20.24,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",vunreteqrado
93.41.149.117,it,9001,1.66,"Fast, Running, V2Dir, Valid",Skyhold
95.238.63.246,it,8443,1.87,"Fast, Running, Valid",abeterelay
5.182.48.188,it,9001,8.70,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",TheShadowRoute18
94.23.68.187,it,9001,41.60,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",fire
178.218.144.113,it,9001,13.93,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",creepzone
147.45.51.11,it,9200,15.48,"Fast, Guard, Running, Stable, V2Dir, Valid",prsv
151.49.52.63,it,443,19.36,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",AestetiumRelay
5.182.48.177,it,9001,9.88,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",TheShadowRoute07
147.45.51.11,it,9300,20.91,"Fast, Guard, Running, Stable, V2Dir, Valid",prsv
151.77.232.62,it,443,8.60,"Fast, Running, V2Dir, Valid",myLiquidRelay
5.182.48.171,it,9001,10.38,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",TheShadowRoute01
151.33.50.29,it,9001,0.00,"Running, V2Dir, Valid",torrone
81.56.71.129,it,9001,20.27,"Fast, Guard, Running, Stable, V2Dir, Valid",Relosky
5.182.48.175,it,9001,7.33,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",TheShadowRoute05
,,,,,
18.183.169.218,jp,443,1.05,"Fast, Running, Valid",relaygrelay
163.220.236.40,jp,40001,5.61,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",nyonyonyo
121.50.43.135,jp,443,3.19,"Fast, HSDir, Running, Stable, V2Dir, Valid",sonolbellsan
133.242.146.78,jp,9001,5.90,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Superfly
14.9.101.224,jp,8351,2.54,"Fast, HSDir, Running, Stable, V2Dir, Valid",Unnamed
103.152.178.42,jp,9001,23.11,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",hashy10G
43.228.174.250,jp,9001,0.77,"Fast, Running, V2Dir, Valid",menhera1b
157.147.138.49,jp,9001,4.13,"Fast, Running, Stable, V2Dir, Valid",NaruOTORI
163.220.236.41,jp,40001,9.20,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",nyonyonyo
172.234.94.89,jp,443,2.42,"Fast, HSDir, Running, Stable, V2Dir, Valid",HillbillyerRelay02
45.192.242.89,jp,9001,0.80,"Fast, Running, V2Dir, Valid",seikawawa
133.130.183.3,jp,443,5.24,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",h3zjp
153.121.50.171,jp,9001,0.15,"Running, Stable, V2Dir, Valid",AsukaWATARAI
172.105.199.155,jp,143,3.02,"Fast, Running, Stable, Valid",edenDelroth
43.228.174.250,jp,443,2.32,"Fast, Running, V2Dir, Valid",menhera1
139.162.117.43,jp,9001,1.26,"Fast, HSDir, Running, Stable, V2Dir, Valid",moeph
122.208.194.109,jp,443,0.96,"Fast, Running, V2Dir, Valid",Rinze
147.45.49.112,jp,3443,4.84,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",GOGRelayJapan3
126.57.124.61,jp,443,2.69,"Fast, HSDir, Running, Stable, V2Dir, Valid",OceanRelay
118.27.12.40,jp,9001,0.79,"Fast, Running, Stable, V2Dir, Valid",SaruTorHebi
147.45.49.112,jp,1443,5.24,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",GOGRelayJapan1
160.16.122.68,jp,443,0.41,"Running, Stable, V2Dir, Valid",Unnamed
203.153.64.151,jp,443,4.44,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",nanahira
160.251.184.10,jp,443,2.86,"Fast, HSDir, Running, Stable, V2Dir, Valid",eapRelay
147.45.49.112,jp,4443,4.00,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",GOGRelayJapan4
202.179.230.100,jp,443,0.08,"Running, V2Dir, Valid",default
147.45.49.56,jp,9000,1.71,"Fast, Running, Stable, V2Dir, Valid",prsv
122.26.224.4,jp,4048,5.71,"Fast, Running, Stable, V2Dir, Valid",Unnamed
160.16.57.39,jp,9001,8.62,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Superfly
146.56.99.34,jp,443,2.07,"Fast, HSDir, Running, Stable, V2Dir, Valid",DontBeLarry
60.141.139.228,jp,3128,1.28,"Fast, Running, Stable, V2Dir, Valid",NOMUYOO01
43.228.174.250,jp,7001,5.15,"Fast, Running, V2Dir, Valid",menhera1d
114.191.97.63,jp,9001,0.07,"Running, Valid",Unnamed
147.45.49.112,jp,2443,4.74,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",GOGRelayJapan2
133.18.168.48,jp,443,6.19,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",STYX
147.78.242.103,jp,443,0.52,"Fast, Running, Stable, Valid",InnocenceTube
211.4.126.177,jp,54430,2.25,"Fast, Running, Stable, Valid",TorRelayJapan1
162.43.36.145,jp,9001,4.35,"Fast, Running, Stable, Valid",IAMWATCHINGYOUTYO2
167.179.108.20,jp,443,5.65,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Unnamed
160.251.136.238,jp,9001,6.57,"Fast, Running, Stable, Valid",IAMWATCHINGYOUTYO
167.179.99.77,jp,9001,9.74,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",risk7
153.242.202.2,jp,65055,4.83,"Fast, Running, V2Dir, Valid",torrelay405
153.120.42.137,jp,110,1.04,"Fast, Running, V2Dir, Valid",frolix8
153.165.30.195,jp,443,4.87,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Jiroumaru
126.52.35.132,jp,9001,3.22,"Fast, HSDir, Running, Stable, V2Dir, Valid",CuriousGeorge
163.44.127.171,jp,443,4.71,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",mogamin
153.170.2.142,jp,57823,1.02,"Fast, Running, Stable, Valid",Unnamed
133.232.141.64,jp,443,1.51,"Fast, HSDir, Running, Stable, V2Dir, Valid",5gnPr4VhxQm2zHcHQcm
147.45.49.56,jp,9300,1.16,"Fast, Running, Stable, V2Dir, Valid",prsv
158.51.111.120,jp,9001,3.12,"Fast, Running, Stable, V2Dir, Valid",Unnamed
221.113.50.91,jp,109,0.10,"Running, Stable, V2Dir, Valid",Stiefelgeiss
175.131.49.119,jp,9001,2.38,"Fast, Running, V2Dir, Valid",tryh4rdthing
125.195.13.68,jp,9001,2.58,"Fast, HSDir, Running, Stable, V2Dir, Valid",Kohakusan
114.175.95.238,jp,443,2.27,"Fast, HSDir, Running, Stable, V2Dir, Valid",natomo
122.208.194.127,jp,443,0.00,"Running, V2Dir, Valid",Rinze
147.45.49.56,jp,9200,2.23,"Fast, Running, Stable, V2Dir, Valid",prsv
163.44.103.95,jp,9099,1.07,"Fast, HSDir, Running, Stable, V2Dir, Valid",KyotoFukuchiyama01
147.45.49.56,jp,9100,2.38,"Fast, Running, Stable, V2Dir, Valid",prsv
163.44.98.220,jp,9001,5.21,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",shiitake
150.249.188.191,jp,9001,3.58,"Fast, HSDir, Running, Stable, V2Dir, Valid",souRelayNode
43.228.174.250,jp,8001,1.04,"Fast, Running, V2Dir, Valid",menhera1c
122.208.194.109,jp,443,0.00,"Running, V2Dir, Valid",Rinze
162.43.17.198,jp,9001,6.47,"Fast, Guard, Running, Stable, V2Dir, Valid",MiraiAluminum
150.43.248.24,jp,443,5.07,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Fang
167.179.71.27,jp,9001,9.78,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",dylerturden
160.13.108.41,jp,9001,2.21,"Fast, HSDir, Running, Stable, V2Dir, Valid",monomorphic
172.234.80.181,jp,9001,0.97,"Fast, Running, Stable, Valid",MidnightEngine
133.130.98.124,jp,9001,1.97,"Fast, HSDir, Running, Stable, V2Dir, Valid",nagasawa
23.81.44.113,jp,9001,4.99,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",clubaura
160.251.46.239,jp,443,6.92,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Gensokyo
133.242.204.175,jp,9801,5.24,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",anincarnatingradius
60.134.219.23,jp,9001,4.21,"Fast, Running, Stable, V2Dir, Valid",OnionRing
45.76.48.130,jp,52971,3.63,"Fast, Running, Stable, Valid",ScottMFred
,,,,,
91.213.233.138,kg,443,5.13,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",dorinne
,,,,,
14.32.49.155,kr,8443,1.34,"Fast, HSDir, Running, Stable, V2Dir, Valid",owlize
175.215.255.118,kr,31499,1.05,"Fast, Running, Stable, Valid",gjaninfo
101.55.125.10,kr,443,1.05,"Fast, HSDir, Running, Stable, V2Dir, Valid",estrade
218.144.130.245,kr,31499,1.04,"Fast, Running, Stable, Valid",gjaninfo
175.118.45.69,kr,9001,1.50,"Fast, HSDir, Running, Stable, V2Dir, Valid",Unnamed
121.160.200.13,kr,9001,1.33,"Fast, Running, Stable, V2Dir, Valid",LANETRelayN1
220.94.240.197,kr,8480,1.15,"Fast, HSDir, Running, Stable, V2Dir, Valid",Choiman1559
103.212.223.2,kr,9001,1.15,"Fast, HSDir, Running, Stable, V2Dir, Valid",ggoboogie
119.214.34.93,kr,9003,1.38,"Fast, Running, V2Dir, Valid",KORNET
123.213.47.42,kr,9001,1.06,"Fast, Running, V2Dir, Valid",TorKorkyu
119.214.34.93,kr,9004,1.64,"Fast, Running, V2Dir, Valid",KORNET
220.85.171.118,kr,44300,1.52,"Fast, HSDir, Running, Stable, V2Dir, Valid",juwonpee
219.255.6.74,kr,9001,0.00,"Running, V2Dir, Valid",Unnamed
175.212.206.103,kr,9009,2.26,"Fast, Running, Stable, Valid",WIMR
218.145.93.184,kr,9001,0.89,"Fast, HSDir, Running, Stable, V2Dir, Valid",AnonymousKorean
219.255.6.74,kr,9001,0.00,"Running, V2Dir, Valid",Unnamed
54.180.244.111,kr,443,1.27,"Fast, Running, Stable, Valid",MissingIdentity
158.247.225.136,kr,9001,2.83,"Fast, HSDir, Running, Stable, V2Dir, Valid",thefrenzylands
3.38.87.87,kr,31499,0.89,"Fast, Running, Stable, Valid",gjaninfo
125.133.242.25,kr,9001,1.64,"Fast, HSDir, Running, Stable, V2Dir, Valid",aster1skRelay
,,,,,
45.80.208.21,kz,443,2.90,"Fast, HSDir, Running, Stable, V2Dir, Valid",Mattunjoch
94.131.2.237,kz,443,2.63,"Fast, HSDir, Running, Stable, V2Dir, Valid",tinkerbase
,,,,,
188.165.26.76,lt,443,65.11,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",cleosrelay
5.199.162.73,lt,9001,29.19,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",QuakeVISOR
5.199.162.114,lt,9001,30.61,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",QuakePHOBOS
45.125.65.112,lt,9001,6.90,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",theqube
185.69.54.127,lt,9001,6.14,"Fast, Running, Valid",mrTrololol
84.240.60.234,lt,9001,5.24,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",rasptorpipi2
176.223.141.106,lt,443,17.54,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Theoden
188.165.26.13,lt,9000,50.43,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Unnamed
84.32.248.227,lt,443,2.65,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Precept52
5.199.162.155,lt,9001,20.04,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",QuakeSARGE
188.214.132.49,lt,9001,28.09,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",QuakeANARKI
212.24.100.138,lt,9001,10.49,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",upsuperRelay2
213.252.245.202,lt,9001,7.50,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Assange015lt
213.252.245.153,lt,8080,10.21,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",c0rexxxpallas
94.131.14.31,lt,443,11.45,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",flareon
88.119.165.222,lt,9001,32.64,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Unnamed
188.214.132.18,lt,9001,30.15,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",blockaide
45.125.65.45,lt,443,16.48,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",katharina
188.165.24.84,lt,443,24.68,"Fast, Guard, Running, Stable, V2Dir, Valid",CYPNODE1R1
141.98.11.131,lt,443,30.88,"BadExit, Fast, MiddleOnly, Running, Stable, Valid",wintergust
,,,,,
104.244.79.75,lu,443,8.99,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Athena
107.189.13.112,lu,443,1.28,"Fast, Running, Stable, Valid",klaxhex
107.189.10.229,lu,26485,29.12,"Fast, Guard, Running, Stable, V2Dir, Valid",Johnson46243
107.189.10.86,lu,9001,1.02,"Fast, HSDir, Running, Stable, V2Dir, Valid",TheSecondRelay
83.99.35.45,lu,42000,5.12,"Fast, HSDir, Running, Stable, V2Dir, Valid",MalakataLU00
45.80.210.20,lu,9001,22.34,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",bulkypirate5
107.189.13.151,lu,80,3.15,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Unnamed
92.223.105.174,lu,443,17.16,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",revengeTourII
46.226.111.65,lu,9001,19.59,"Fast, HSDir, Running, Stable, V2Dir, Valid",TK778
213.135.244.242,lu,24071,13.26,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",VoxBox
107.189.28.194,lu,9001,1.02,"Fast, Running, Stable, V2Dir, Valid",Unnamed
104.244.79.25,lu,9001,10.09,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",paranoidtorrelay
107.189.5.112,lu,8443,20.25,"Fast, Guard, Running, Stable, V2Dir, Valid",Unnamed
46.226.109.31,lu,9100,17.21,"Fast, Running, Stable, Valid",clubgrace
107.189.1.174,lu,26485,1.31,"Fast, HSDir, Running, Stable, V2Dir, Valid",Jemaine2956
104.244.78.210,lu,9001,6.55,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",TerrorismNetwork
104.244.79.122,lu,443,8.52,"Fast, Guard, Running, Stable, V2Dir, Valid",TheDamnOfAmsterdam
107.189.12.251,lu,443,45.87,"Fast, Running, V2Dir, Valid",RetroTorchier3
107.189.6.210,lu,26485,5.24,"Fast, Guard, Running, Stable, V2Dir, Valid",AlphaQuadrant234623
107.189.12.52,lu,443,15.01,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",rocketrelay1776
107.189.12.136,lu,26485,5.24,"Fast, Guard, Running, Stable, V2Dir, Valid",PoohBear18645
92.38.162.88,lu,9001,8.83,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",cornellseasand
104.244.76.24,lu,443,15.69,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",vlado
104.244.72.188,lu,443,32.17,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",alxu3
107.189.12.101,lu,9001,2.53,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",devvulLU
94.252.30.44,lu,9001,13.85,"Fast, Running, Valid",BraNuxLU
92.223.105.117,lu,443,21.21,"Fast, Running, V2Dir, Valid",TannhauserGate
104.244.75.168,lu,9001,8.39,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",mutyun
107.189.8.12,lu,9001,3.15,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",TorRelay12345
,,,,,
94.100.6.11,lv,443,1.03,"Fast, HSDir, Running, Stable, V2Dir, Valid",Wildtwister
84.38.130.50,lv,443,5.24,"BadExit, Fast, MiddleOnly, Running, Stable, Valid",WillyW0nka
195.123.212.113,lv,1357,3.51,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",RigaLatvia
94.100.6.13,lv,9001,2.68,"Fast, HSDir, Running, Stable, V2Dir, Valid",cruffty9
94.140.120.130,lv,443,10.24,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",jdvnsjfnHBDkScf
84.38.130.47,lv,9001,17.62,"BadExit, Fast, MiddleOnly, Running, Stable, Valid",FreePort
85.203.39.232,lv,37652,2.10,"Fast, Running, V2Dir, Valid",Havssnigel
92.118.170.145,lv,443,11.96,"Fast, Guard, Running, Stable, V2Dir, Valid",zgato
194.26.27.17,lv,8888,10.38,"Fast, Running, V2Dir, Valid",necron96
31.170.22.199,lv,443,8.02,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",ekodomlk
109.248.147.137,lv,443,14.35,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",MarieBernard
94.100.6.10,lv,9001,2.66,"Fast, HSDir, Running, Stable, V2Dir, Valid",Scratches
45.133.216.29,lv,990,15.32,"Fast, Running, Stable, Valid",XMRisGOLD
94.100.6.30,lv,9001,5.58,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Quiv
94.140.115.114,lv,8443,7.51,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",kbtr7lv
5.34.210.81,lv,443,3.15,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",L29Ah
185.242.107.224,lv,44388,19.25,"Fast, Guard, Running, Stable, V2Dir, Valid",veespLV
94.140.112.98,lv,443,7.23,"Fast, Running, V2Dir, Valid",Precious
185.28.47.11,lv,443,17.14,"BadExit, Fast, MiddleOnly, Running, Stable, Valid",patatje
84.38.130.33,lv,444,11.50,"BadExit, Fast, MiddleOnly, Running, Stable, Valid",WonderWaffle
92.118.170.22,lv,443,10.66,"Fast, Running, V2Dir, Valid",zgato
84.38.130.45,lv,443,16.18,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Runaz3
94.140.112.158,lv,9001,5.72,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",GoldenPOP
185.28.47.4,lv,9001,22.89,"BadExit, Fast, MiddleOnly, Running, Stable, Valid",GhostSwag
77.73.71.241,lv,9001,3.07,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",FlashBear
94.100.6.17,lv,443,3.08,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",drogo
89.36.161.29,lv,443,10.49,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",torlvemmax
94.140.114.174,lv,443,0.92,"Fast, HSDir, Running, Stable, V2Dir, Valid",dryfish
141.136.0.3,lv,9001,17.76,"Fast, Guard, Running, Stable, V2Dir, Valid",1jcbcaulbxid
,,,,,
196.200.160.95,ma,443,1.37,"Fast, Running, Stable, V2Dir, Valid",toky0
188.214.157.246,ma,58789,0.10,"Running, Stable, Valid",rack
,,,,,
185.163.45.212,md,443,7.07,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",server001
217.156.67.146,md,9001,6.29,"Fast, Guard, Running, Stable, V2Dir, Valid",ididnteditheconfig
85.239.34.24,md,9001,9.28,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Spellbound
5.181.1.83,md,443,14.14,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",DeathToFascism
185.163.45.253,md,443,7.40,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",torrelay
185.163.46.83,md,9001,10.33,"Fast, Guard, Running, Stable, V2Dir, Valid",MayJahRayJaH
5.181.156.173,md,9001,16.72,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",4717
194.48.248.99,md,9001,4.97,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",monail04
193.84.71.223,md,9001,11.53,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",Unnamed
176.123.1.144,md,9001,5.12,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",mol
146.19.213.134,md,9696,7.98,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",HideAndSeek
193.233.202.71,md,443,7.77,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",privacyMatters
178.17.170.254,md,443,9.20,"Fast, Guard, Running, Stable, V2Dir, Valid",TORtaruga
178.17.170.168,md,443,9.15,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",h0mer
217.156.65.4,md,8080,4.19,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",balance
5.181.1.221,md,443,14.64,"Fast, Running, Stable, Valid",UsingXMR
194.180.191.179,md,443,12.29,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",BlindBunny2
5.181.158.49,md,443,6.97,"Fast, Guard, Running, Stable, V2Dir, Valid",Citizenfour
178.17.170.43,md,443,14.43,"BadExit, Fast, MiddleOnly, Running, Stable, Valid",CatchMeIfYouCan
85.239.34.239,md,443,7.89,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",NonBioluminescent
176.123.7.172,md,9001,7.57,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",md01
94.158.246.117,md,9002,8.76,"Fast, Guard, Running, Stable, V2Dir, Valid",4718
94.103.188.190,md,443,0.51,"Fast, HSDir, Running, Stable, V2Dir, Valid",trafficnoise
91.208.206.48,md,443,5.12,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",F24oFirstRelay
194.180.191.93,md,9001,8.16,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",abnormalbonus
217.156.67.156,md,9001,9.77,"Fast, Running, Stable, Valid",UNFAZED
178.175.148.195,md,5555,7.94,"Fast, Guard, HSDir, Running, Stable, V2Dir, Valid",AGodinTheShed
185.216.68.88,md,9001,11.46,"Fast, HSDir, Running, Stable, V2Dir, Valid",Uxmal
